combination,method,n_models,score
RANDOM FOREST+SGD HINGE,WRCDS,2,0.48118279569892475
RANDOM FOREST+LOGISTIC REGRESSION+SGD HINGE,ARC,3,0.48091397849462364
RANDOM FOREST+SGD LOG,WRCDS,2,0.4806451612903226
RANDOM FOREST+SGD LOG+LDA,WSCP,3,0.4798387096774194
RANDOM FOREST+GRADIENT BOOST+SGD LOG,WRCDS,3,0.47956989247311826
RANDOM FOREST+LOGISTIC REGRESSION+SGD LOG,WRCP,3,0.4790322580645161
RANDOM FOREST+MLP CLASSIFIER+SGD LOG,WRCDS,3,0.4790322580645161
RANDOM FOREST+SGD LOG+SGD HINGE,WRCP,3,0.4790322580645161
RANDOM FOREST+SGD LOG+LDA,ASC,3,0.47876344086021505
RANDOM FOREST+GRADIENT BOOST+SGD LOG,WSCP,3,0.47876344086021505
MLP CLASSIFIER+SGD LOG,ARC,2,0.478494623655914
RANDOM FOREST+SGD LOG+RIDGE,ASC,3,0.478494623655914
RANDOM FOREST+SGD LOG+RIDGE,WSCP,3,0.47795698924731184
RANDOM FOREST+LOGISTIC REGRESSION+SGD LOG,WSCP,3,0.47795698924731184
RANDOM FOREST+LOGISTIC REGRESSION+SGD LOG,ASC,3,0.47768817204301073
